Country,1948,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1977.1,1978,1978.1,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Italy,2125.0,3063.0,3535.0,3500.0,4207.0,5395.0,5908.0,6787.0,6271.0,6762.0,8229.0,9124.0,9757.0,10157.0,9793.0,12681.0,13639.0,15890.0,16963.0,16428.0,17277.0,17452.0,19815.0,20995.0,23803.0,21865.0,23455.0,23335.0,23334.0,24283.0,24283.0,24250.0,26501.0,24777.0,24009.0,21811.0,24061.0,23898.0,22882.0,22859.0,23760.0,25213.0,25467.0,25112.0,24835.0,25721.0,26151.0,27766.0,23910.0,25842.0,25714.0,24878.0,26759.0,26545.0,26066.0,27058.0,28604.0,29350.0,31624.0,31553.0,30590.0,19848.0,25750.0,28735.0,27252.0,24093.0,23714.0,22018.0,23373.0,24068.0,24532.0,,,,
Japan,1715.0,6502.0,6988.0,7662.0,7750.0,9408.0,11106.0,12570.0,12118.0,16629.0,22138.0,28268.0,27546.0,31501.0,39799.0,41161.0,47784.0,62154.0,66893.0,82167.0,93322.0,88557.0,96901.0,119322.0,117131.0,102313.0,107399.0,102405.0,102405.0,102105.0,102405.0,111748.0,111395.0,101676.0,99548.0,97179.0,105586.0,105279.0,98275.0,98513.0,105681.0,107908.0,110339.0,109649.0,98132.0,99623.0,98295.0,101640.0,98801.0,104545.0,93548.0,94192.0,106444.0,102866.0,107745.0,110511.0,112718.0,112471.0,116226.0,120203.0,118739.0,87534.0,109599.0,107601.0,107232.0,110595.0,110666.0,105134.0,104775.0,104661.0,104319.0,,,,
Luxembourg,2453.0,3077.0,3002.0,2659.0,2828.0,3225.0,3456.0,3493.0,3379.0,3663.0,4084.0,4113.0,4010.0,4032.0,4559.0,4585.0,4390.0,4481.0,4834.0,5521.0,5462.0,5241.0,5457.0,5294.0,6448.0,4625.0,4565.0,4329.0,4329.0,4790.0,462.0,4949.0,4618.0,3790.0,3510.0,3294.0,3987.0,3945.0,3705.0,3302.0,3661.0,3721.0,3560.0,3379.0,3068.0,3293.0,3073.0,2613.0,2502.0,2580.0,2477.0,2600.0,2571.0,2725.0,2719.0,2675.0,2684.0,2194.0,2802.0,2858.0,2582.0,2141.0,2548.0,2521.0,2208.0,2090.0,2193.0,2127.0,2175.0,2172.0,2228.0,,,,
Mexico,270.0,453.0,601.0,462.0,454.0,510.0,591.0,687.0,988.0,1213.0,1500.0,1725.0,1851.0,1974.0,2280.0,2399.0,2780.0,3059.0,3270.0,3470.0,3846.0,3784.0,4396.0,4652.0,5046.0,5196.0,5243.0,5601.0,5529.0,6775.0,293.0,7005.0,7156.0,7605.0,7056.0,6978.0,7560.0,7399.0,7225.0,7642.0,7779.0,7852.0,8734.0,7964.0,8459.0,9199.0,10260.0,12147.0,13172.0,14218.0,14213.0,15274.0,15631.0,13300.0,14010.0,15159.0,16737.0,16195.0,16447.0,17573.0,17209.0,14132.0,16870.0,18110.0,18073.0,18242.0,18930.0,18218.0,18824.0,19924.0,20204.0,,,,
Netherlands,334.0,554.0,685.0,867.0,934.0,980.0,1050.0,1185.0,1438.0,1670.0,1942.0,1971.0,2087.0,2342.0,2646.0,3138.0,3256.0,3402.0,3707.0,4721.0,5042.0,5083.0,5585.0,5625.0,5840.0,4822.0,5178.0,4923.0,4927.0,5590.0,837.0,5805.0,5272.0,5472.0,4354.0,4477.0,5739.0,5517.0,5283.0,5082.0,5518.0,5681.0,5412.0,5171.0,5439.0,6000.0,6171.0,6409.0,6326.0,6641.0,6377.0,6075.0,5666.0,6037.0,6117.0,6571.0,6848.0,6919.0,6372.0,7368.0,6853.0,5194.0,6651.0,6937.0,6879.0,6713.0,6964.0,6995.0,6917.0,6781.0,6813.0,,,,
North Korea,5.0,0.0,0.0,4.0,56.0,137.0,189.0,277.0,365.0,451.0,641.0,776.0,1050.0,1022.0,1132.0,1230.0,1300.0,1450.0,1750.0,2000.0,2200.0,2400.0,2500.0,2630.0,2700.0,2900.0,3000.0,4000.0,3100.0,5080.0,4.0,5400.0,5800.0,5500.0,5800.0,6100.0,6500.0,6500.0,6600.0,6730.0,6830.0,6930.0,7000.0,5000.0,4000.0,3500.0,1600.0,600.0,600.0,600.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,1300.0,1300.0,1300.0,1300.0,1280.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,,,,
Norway,74.0,74.0,88.0,0.0,121.0,171.0,290.0,350.0,371.0,426.0,490.0,499.0,488.0,542.0,614.0,676.0,730.0,795.0,812.0,849.0,869.0,882.0,918.0,951.0,956.0,907.0,886.0,704.0,711.0,797.0,197.0,891.0,862.0,848.0,768.0,876.0,916.0,944.0,836.0,851.0,910.0,678.0,383.0,438.0,446.0,505.0,456.0,505.0,511.0,585.0,637.0,610.0,679.0,640.0,698.0,703.0,725.0,705.0,684.0,708.0,560.0,595.0,530.0,610.0,700.0,605.0,600.0,590.0,620.0,603.0,575.0,,,,
Pakistan,0.0,3.0,8.0,2.0,2.0,10.0,1.0,12.0,10.0,9.0,7.0,12.0,12.0,12.0,12.0,12.0,12.0,13.0,90.0,100.0,100.0,100.0,100.0,,,,,,,,,0.0,0.0,10.0,20.0,120.0,300.0,750.0,900.0,1000.0,1200.0,1200.0,780.0,870.0,853.0,992.0,1000.0,950.0,900.0,900.0,900.0,900.0,950.0,953.0,970.0,1000.0,1145.0,825.0,1040.0,1090.0,1000.0,800.0,800.0,1592.0,1631.0,1845.0,2423.0,2892.0,3553.0,4966.0,4719.0,,,,
Peru,0.0,,,0.0,,0.0,0.0,7.0,20.0,51.0,60.0,76.0,73.0,72.0,75.0,81.0,80.0,80.0,106.0,194.0,94.0,179.0,5181.0,5356.0,356.0,432.0,346.0,379.0,4379.0,374.0,37.0,379.0,447.0,364.0,272.0,299.0,337.0,397.0,486.0,496.0,430.0,364.0,270.0,404.0,343.0,417.0,509.0,512.0,578.0,607.0,631.0,559.0,751.0,690.0,611.0,669.0,726.0,790.0,896.0,881.0,1001.0,718.0,880.0,877.0,981.0,1069.0,1078.0,1082.0,1168.0,1207.0,1217.0,,,,
Poland,1955.0,2787.0,3179.0,3604.0,3949.0,4426.0,5014.0,5304.0,5663.0,6160.0,6681.0,7234.0,7684.0,8004.0,8573.0,9088.0,9850.0,10454.0,11007.0,11251.0,11750.0,12388.0,13131.0,13204.0,14220.0,14574.0,15640.0,17841.0,17262.0,19251.0,173.0,19218.0,19485.0,15719.0,14794.0,16236.0,16533.0,16126.0,17144.0,17145.0,16873.0,15094.0,13633.0,10403.0,9867.0,9939.0,11113.0,11890.0,10432.0,11585.0,9915.0,8848.0,10498.0,8809.0,8368.0,9107.0,10593.0,8336.0,10008.0,10632.0,9728.0,7128.0,7993.0,8779.0,8366.0,7950.0,8558.0,9198.0,9001.0,10332.0,10167.0,,,,
Portugal,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,175.0,222.0,250.0,274.0,271.0,316.0,313.0,399.0,385.0,409.0,431.0,497.0,357.0,419.0,461.0,31.0,341.0,608.0,31.0,650.0,659.0,555.0,502.0,670.0,690.0,665.0,710.0,732.0,811.0,762.0,746.0,573.0,769.0,775.0,749.0,828.0,857.0,905.0,936.0,1044.0,1088.0,728.0,920.0,1000.0,1400.0,1400.0,1400.0,1853.0,2017.0,1614.0,1543.0,1942.0,1960.0,2050.0,2070.0,2030.0,2010.0,2076.0,2215.0,,,,
Romania,353.0,644.0,698.0,717.0,628.0,766.0,779.0,864.0,934.0,1420.0,1806.0,2126.0,2451.0,2704.0,3039.0,3426.0,3670.0,4088.0,4751.0,5541.0,6517.0,6803.0,7401.0,8161.0,8840.0,9549.0,10970.0,11457.0,11457.0,11779.0,177.0,12909.0,13175.0,13025.0,13055.0,12593.0,14437.0,13795.0,14276.0,14962.0,14314.0,14415.0,9761.0,7110.0,5376.0,5446.0,5800.0,6555.0,6082.0,6674.0,6393.0,4354.0,4672.0,4935.0,5491.0,5691.0,6042.0,6280.0,6266.0,6261.0,5035.0,2761.0,3721.0,3828.0,3292.0,2985.0,3158.0,3352.0,3276.0,3361.0,3550.0,,,,
Saar,0.0,2603.0,2825.0,0.0,0.0,3165.0,1229.0,3466.0,3480.0,3613.0,100.0,100.0,3613.0,3197.0,31597.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,596.0,,,1298.0,431.0,1580.0,1605.0,1737.0,1832.0,1895.0,2113.0,2475.0,2634.0,2834.0,3107.0,13293.0,3243.0,3751.0,4060.0,4543.0,4674.0,4920.0,5343.0,5630.0,5834.0,6831.0,7106.0,7295.0,37379.0,7902.0,7295.0,8876.0,9067.0,9005.0,8280.0,7180.0,7732.0,8507.0,8895.0,8991.0,8837.0,9337.0,8619.0,9358.0,9061.0,8726.0,8525.0,8741.0,7999.0,8311.0,7956.0,7857.0,8481.0,8821.0,9095.0,9481.0,9500.0,9494.0,9718.0,9098.0,8246.0,7484.0,7617.0,7546.0,6938.0,7162.0,6412.0,6417.0,6141.0,6301.0,6327.0,,,,
South Korea,8.0,1.0,1.0,1.0,1.0,11.0,12.0,17.0,20.0,38.0,50.0,66.0,149.0,160.0,129.0,192.0,216.0,300.0,372.0,374.0,481.0,472.0,585.0,1157.0,1935.0,2010.0,3511.0,4346.0,2737.0,4969.0,311.0,7610.0,8558.0,10753.0,11758.0,11915.0,13034.0,13539.0,14555.0,16782.0,19118.0,21873.0,23125.0,26001.0,28055.0,33026.0,33745.0,36772.0,38903.0,42554.0,39896.0,41042.0,43107.0,43852.0,45390.0,46310.0,47521.0,47820.0,48455.0,51517.0,53625.0,48572.0,58914.0,68519.0,69073.0,66061.0,71543.0,69670.0,68576.0,71030.0,72464.0,,,,
Southern Rhodesia,9.0,9.0,28.0,0.0,0.0,52.0,58.0,67.0,60.0,46.0,0.0,0.0,0.0,84.0,128.0,130.0,130.0,140.0,136.0,140.0,150.0,160.0,200.0,270.0,270.0,300.0,300.0,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,624.0,818.0,904.0,897.0,1100.0,1213.0,1245.0,1346.0,1560.0,1823.0,1919.0,2340.0,2311.0,2492.0,3150.0,3516.0,3847.0,4512.0,4971.0,5981.0,7394.0,7782.0,9530.0,10800.0,11502.0,11102.0,10982.0,11169.0,11300.0,11339.0,11339.0,12248.0,12643.0,12896.0,13178.0,13009.0,13497.0,14193.0,11882.0,11691.0,11886.0,12765.0,12936.0,12798.0,12272.0,12961.0,13445.0,13802.0,12154.0,13683.0,14827.0,14882.0,15874.0,16504.0,16408.0,16286.0,17621.0,17826.0,18391.0,18999.0,18640.0,14358.0,16343.0,15504.0,13639.0,14252.0,14249.0,14845.0,13616.0,14441.0,14320.0,,,,
Sweden,1276.0,1525.0,1688.0,1782.0,1861.0,2150.0,2425.0,2510.0,2431.0,2862.0,3218.0,3562.0,3611.0,3901.0,4475.0,4712.0,4757.0,4760.0,5069.0,5377.0,5494.0,5263.0,5248.0,5651.0,5972.0,5613.0,5168.0,3968.0,3953.0,4325.0,4325.0,4733.0,4237.0,3770.0,3900.0,4210.0,4705.0,4813.0,4710.0,4595.0,4779.0,4692.0,4455.0,4252.0,4358.0,4591.0,4967.0,4953.0,4910.0,5148.0,5153.0,5066.0,5227.0,5518.0,5754.0,5707.0,5978.0,5723.0,5466.0,5673.0,5198.0,2804.0,4846.0,4867.0,4326.0,4404.0,4539.0,4374.0,4617.0,4713.0,4654.0,,,,
Switzerland,120.0,144.0,156.0,157.0,150.0,166.0,171.0,234.0,244.0,250.0,275.0,297.0,318.0,322.0,345.0,347.0,428.0,445.0,453.0,500.0,524.0,532.0,543.0,584.0,593.0,420.0,545.0,656.0,656.0,784.0,92.0,886.0,929.0,934.0,835.0,835.0,978.0,987.0,1075.0,866.0,988.0,1064.0,1105.0,1111.0,1238.0,1254.0,1098.0,739.0,700.0,789.0,800.0,800.0,1000.0,1000.0,1000.0,1000.0,1000.0,1158.0,1252.0,1264.0,1312.0,934.0,1320.0,1400.0,1450.0,1530.0,1475.0,1475.0,1500.0,1450.0,1500.0,,,,
Taiwan,4.0,16.0,18.0,0.0,25.0,40.0,79.0,89.0,107.0,159.0,200.0,185.0,182.0,215.0,236.0,207.0,221.0,228.0,242.0,271.0,294.0,0.0,40.0,0.0,0.0,0.0,1098.0,1710.0,,3426.0,1098.0,3186.0,3417.0,3157.0,4152.0,5022.0,4934.0,5186.0,5545.0,5771.0,8288.0,9047.0,9748.0,10973.0,10705.0,11970.0,11594.0,11605.0,12350.0,15994.0,16914.0,15438.0,16896.0,17261.0,18230.0,18832.0,19599.0,18942.0,20000.0,20903.0,19882.0,15814.0,19755.0,20178.0,20664.0,22282.0,23121.0,21392.0,21751.0,22438.0,23240.0,,,,
Thailand,0.0,,,0.0,,,0.0,0.0,5.0,6.0,7.0,7.0,7.0,3.0,3.0,3.0,6.0,6.0,6.0,6.0,40.0,6.0,0.0,0.0,0.0,0.0,281.0,309.0,300.0,346.0,281.0,440.0,450.0,300.0,312.0,244.0,381.0,447.0,463.0,534.0,552.0,689.0,685.0,711.0,929.0,954.0,1461.0,2134.0,2143.0,2101.0,1814.0,1532.0,2100.0,2127.0,2538.0,3551.0,4533.0,5161.0,4914.0,5565.0,5211.0,3646.0,4145.0,4238.0,3328.0,3579.0,4095.0,3718.0,3825.0,4471.0,6403.0,,,,
